title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Betting on the Backbone: 3 AI Infrastructure Stocks,2025-11-25T15:23:00Z,MarketBeat,https://www.marketbeat.com/originals/betting-on-the-backbone-3-ai-infrastructure-stocks/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,Intense demand for clean power and critical minerals builds a tangible investment floor for the infrastructure stocks fueling the artificial intelligence...,Transportation,Machine Learning,1,1,True
"Construction Robots Business Analysis Report 2025: Market to Reach $659.7 Billion by 2030, Fueled by Demolition Robots, Labor Shortage, and Cost Reduction in Robotic Technology",2025-11-25T14:34:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/25/3194453/28124/en/Construction-Robots-Business-Analysis-Report-2025-Market-to-Reach-659-7-Billion-by-2030-Fueled-by-Demolition-Robots-Labor-Shortage-and-Cost-Reduction-in-Robotic-Technology.html,"The construction robots market is set to transform the industry by enhancing efficiency and safety, addressing labor shortages, and meeting urbanization demands. Key opportunities lie in advancing AI, machine learning, and robotics, driven by complex architec…","Structural, Construction Management","Robotics/Automation, Machine Learning",2,2,True
INTAMSYS Launches the FUNMAT PRO 310 APOLLO: Redefining Continuous Production with High-Speed,2025-11-24T09:37:47Z,Antaranews.com,https://en.antaranews.com/news/393461/intamsys-launches-the-funmat-pro-310-apollo-redefining-continuous-production-with-high-speed,"INTAMSYS, a global leader in industrial FFF 3D printing, officially launched today its next-generation high-performance materials 3D printer, the FUNMAT PRO ...",Structural,Robotics/Automation,1,1,True
Crown Point Capital Unveils Automated Decision Framework as Digital-Asset Trading Enters a New Era of Machine-Led Execution,2025-12-09T10:23:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/09/3202135/0/en/Crown-Point-Capital-Unveils-Automated-Decision-Framework-as-Digital-Asset-Trading-Enters-a-New-Era-of-Machine-Led-Execution.html,"BRISTOL, United Kingdom, Dec. 09, 2025 (GLOBE NEWSWIRE) -- Automation continues to reshape the operational structure of digital-asset markets, accelerating the shift toward systems capable of managing complex trading environments with minimal human involvemen…",Structural,Robotics/Automation,1,1,True
Top 5 Manual Accessibility Testing Tools,2025-12-08T13:23:51Z,Uxpin.com,https://www.uxpin.com/studio/blog/manual-accessibility-testing-tools/,"Compare five manual accessibility tools for screen-reader checks, cross-device testing, visual overlays, and structural validation.
The post Top 5 Manual Accessibility Testing Tools appeared first on Studio by UXPin.",Structural,Computer Vision,1,1,True
Decentralized trust optimization in VANETs: A blockchain-driven hybrid PoS-PBFT architecture for enhanced security and energy-efficient communication,2025-12-15T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338618,"Vehicular Ad Hoc Networks (VANETs) are essential for the success of Intelligent Transportation Systems (ITS), providing real-time communication between vehicles and infrastructure. However, the highly dynamic and decentralized nature of VANETs introduces sign…",Transportation,Generative Design,1,1,True
STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction,2025-12-15T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-31594-x,Scientific Reports - STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction,Transportation,Predictive Analytics,1,1,True
Google and Microsoft Race to Rewrite Big Tech’s Playbook,2025-12-10T23:29:21Z,pymnts.com,https://www.pymnts.com/artificial-intelligence-2/2025/google-and-microsoft-race-to-rewrite-big-techs-playbook/,"Wearables, robotics and infrastructure are emerging as the next places big tech is trying to capture value in the artificial intelligence (AI) stack. This week’s developments, from Google’s smart-glasses revival to Skild AI’s acquisition talks and multibillio…",Transportation,"Robotics/Automation, Machine Learning",1,2,True
Amazon to Invest $35 Billion to Enhance AI and Logistics in India,2025-12-10T17:37:21Z,pymnts.com,https://www.pymnts.com/amazon/2025/amazon-to-invest-35-billion-to-enhance-ai-and-logistics-in-india/,"Amazon plans to invest $35 billion in India through 2030 to support business expansion, artificial intelligence (AI) digitization, export growth and job creation. This will build on the $40 billion the company has already invested in India in terms of compens…",Transportation,Machine Learning,1,1,True
Gaskin: Owning AI future means owning the energy future,2025-12-10T08:04:19Z,Biztoc.com,https://biztoc.com/x/43ce2301f2894da6,"Artificial intelligence is transforming nearly every sector of society— medicine, transportation, education, finance, and the future of work. President Trump has made it clear that he wants the United States to dominate this technological revolution. Gov. Mau…",Transportation,Machine Learning,1,1,True
"AI Won’t Transform Mobility Without Unprecedented Collaboration, Study Reveals",2025-12-08T08:28:45Z,Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/ai-wont-transform-mobility-without-unprecedented-collaboration-study-reveals,"First comprehensive analysis of real-world AI applications exposes critical gap between technology’s promise and scaled deployment, according to the MIT Mobility Initiative and Kearney Advanced Mobility Institute RIYADH, Saudi Arabia — Artificial intelligence…","Structural, Transportation",Machine Learning,2,1,True
A multi-task deep learning approach for landslide displacement prediction with applications in early warning systems,2025-12-08T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-29084-1,Scientific Reports - A multi-task deep learning approach for landslide displacement prediction with applications in early warning systems,Geotechnical,"Machine Learning, Predictive Analytics",1,2,True
AI Becomes the Operating Backbone of the Power Sector,2025-12-02T01:00:00Z,Yahoo Entertainment,https://finance.yahoo.com/news/ai-becomes-operating-backbone-power-010000452.html,"AI is transforming the entire energy value chain, from optimizing oil and gas exploration and drilling to improving renewable energy forecasting, grid...",Environmental Engineering,Predictive Analytics,1,1,True
"North America Automated Machine Learning Market Report 2025-2033 by Offering, Enterprise Size, Deployment Mode, Application, End Use, Countries and Company Analysis",2025-11-28T09:03:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/28/3196050/28124/en/North-America-Automated-Machine-Learning-Market-Report-2025-2033-by-Offering-Enterprise-Size-Deployment-Mode-Application-End-Use-Countries-and-Company-Analysis.html,"The North America Automated Machine Learning (AutoML) Market is projected to grow from US$ 1.02 billion in 2024 to US$ 13 billion by 2033, with a CAGR of 32.66%. Key growth drivers include rising demand for AI-driven solutions, a shortage of skilled data scie…",Structural,"Robotics/Automation, Machine Learning",1,2,True
"Artificial Intelligence of Things (AIoT) Market Trends & Investment Opportunities 2025-2034, Featuring Strategic Analysis of Google, IBM, Microsoft, Oracle, AWS and More",2025-11-27T14:50:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/27/3195755/28124/en/Artificial-Intelligence-of-Things-AIoT-Market-Trends-Investment-Opportunities-2025-2034-Featuring-Strategic-Analysis-of-Google-IBM-Microsoft-Oracle-AWS-and-More.html,"As AIoT evolves, solutions emphasize adaptability, security, and cost-efficiency to support global digital transformation initiatives As AIoT evolves, solutions emphasize adaptability, security, and cost-efficiency to support global digital transformation ini…",Structural,Machine Learning,1,1,True
An auditory-visual cooperative perception method for honking vehicle localization,2025-11-21T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0337352,"Locating honking vehicles is crucial for controlling arbitrary honking and reducing environmental noise. However, traditional methods for honking vehicle localization, which utilize sound source localization technology, suffer from inaccuracies and limited de…",Environmental Engineering,Computer Vision,1,1,True
In Times Of Supply Chain Volatility Logistics And Fulfillment Take Center Stage,2025-11-17T16:13:39Z,Forrester.com,https://www.forrester.com/blogs/in-times-of-supply-chain-volatility-logistics-and-fulfillment-take-center-stage/,"Thanks  to concerns about tariffs and geopolitics, Forrester clients express keen interest in the impact of technology on fulfillment. You might have seen that we wrote about the rediscovery of route optimization and the emergence of transportation grids in e…",Transportation,Generative Design,1,1,True
"U.S. Digital Twin Market Forecasted to $36.01 Billion by 2028 - Industry Growth, Smart Tech & Outlook",2025-11-17T14:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/17/3189263/0/en/U-S-Digital-Twin-Market-Forecasted-to-36-01-Billion-by-2028-Industry-Growth-Smart-Tech-Outlook.html,"Delray Beach, FL, Nov. 17, 2025 (GLOBE NEWSWIRE) -- The report ""Digital Twin Market by Application (Predictive Maintenance, Business optimization, Performance Monitoring, Inventory Management), Industry (Automotive & Transportation, Healthcare, Energy & Utili…",Transportation,Generative Design,1,1,True
STF-DKANMixer: Tri-component decomposition with KAN-MLP hybrid architecture for time series forecasting,2025-12-08T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0337793,"Long-term time series forecasting is critical for domains such as traffic and energy systems, yet contemporary models often fail to capture complex multiscale patterns and nonlinear dynamics, resulting in significant inaccuracies during periods of abrupt chan…",Transportation,Predictive Analytics,1,1,True
"System Infrastructure Software Market to Reach USD 297.18 Billion by 2032, Growing at a CAGR of 7.12% | Research by SNS Insider",2025-12-06T14:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/06/3201066/0/en/System-Infrastructure-Software-Market-to-Reach-USD-297-18-Billion-by-2032-Growing-at-a-CAGR-of-7-12-Research-by-SNS-Insider.html,"The system infrastructure software market is expanding as businesses accelerate digital transformation, driven by strong cloud adoption, automation initiatives, and rising demand for scalable IT management solutions that enhance performance, reduce costs, and…",Transportation,Robotics/Automation,1,1,True
"AI Consulting and Support Services Market Analysis Report 2025-2032: Adoption Surges as 70% of Businesses Accelerate Integration Across Healthcare, Finance, Retail, and Manufacturing",2025-11-21T09:03:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/21/3192566/28124/en/AI-Consulting-and-Support-Services-Market-Analysis-Report-2025-2032-Adoption-Surges-as-70-of-Businesses-Accelerate-Integration-Across-Healthcare-Finance-Retail-and-Manufacturing.html,"AI Consulting and Support Services offer significant opportunities through rising AI adoption, driven by automation and digital transformation. Key areas include Analytics Consulting and Digital Strategy, with demand growing in healthcare and SMEs. Regions li…",Structural,Robotics/Automation,1,1,True
LiDAR Perimeter Detection Market Size to Surpass USD 4.07 Billion by 2033 | SNS Insider,2025-12-10T12:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/10/3203045/0/en/LiDAR-Perimeter-Detection-Market-Size-to-Surpass-USD-4-07-Billion-by-2033-SNS-Insider.html,"LiDAR Perimeter Detection Market Size, Share & Trends Analysis Report, By Component, By Application, By Range, By End User, and Region | Forecast 2026-2033",Structural,Computer Vision,1,1,True
SoftBank and Nvidia Consider Joining Funding Round for Robotics Firm Skild AI,2025-12-08T21:43:44Z,pymnts.com,https://www.pymnts.com/artificial-intelligence-2/2025/softbank-and-nvidia-consider-joining-funding-round-for-robotics-firm-skild-ai/,"SoftBank Group and Nvidia are reportedly in talks to participate in a more than $1 billion funding round for Skild AI, a maker of foundation models for robots. The round, which has not been finalized and could change, could nearly triple Skild’s valuation fro…","Structural, Geotechnical",Robotics/Automation,2,1,True
"Robotic Vehicle Sensor Market - Forecasts from 2025 to 2030: Opportunities Driven by Government Initiatives Like NIST's AV Programme, Significant Robotics Investments, China's Manufacturing Leadership",2025-12-05T11:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/05/3200566/28124/en/Robotic-Vehicle-Sensor-Market-Forecasts-from-2025-to-2030-Opportunities-Driven-by-Government-Initiatives-Like-NIST-s-AV-Programme-Significant-Robotics-Investments-China-s-Manufactu.html,"The robotic vehicle sensor market is expanding rapidly due to increased autonomous vehicle adoption and EV sector growth. Key opportunities are driven by government initiatives like NIST's AV Programme, significant robotics investments, and China's manufactur…",Transportation,Robotics/Automation,1,1,True
New Study: Artificial Intelligence Can Already Do 11.7% of U.S. Work,2025-11-29T03:44:39Z,Freerepublic.com,https://freerepublic.com/focus/f-chat/4355099/posts,A new labor market analysis from Massachusetts Institute of Technology suggests that artificial intelligence is no longer a future threat to jobs. It is already capable of performing tasks tied to 11.7 percent of total U.S. wages. That represents as much as $…,Structural,Machine Learning,1,1,True
"Simulation Software Market to Reach USD 56.13 Billion by 2033, Driven by Rising Demand for Cost-Efficient Product Design and Testing | Research by SNS Insider",2025-11-19T15:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3191125/0/en/Simulation-Software-Market-to-Reach-USD-56-13-Billion-by-2033-Driven-by-Rising-Demand-for-Cost-Efficient-Product-Design-and-Testing-Research-by-SNS-Insider.html,"The simulation software market is gaining momentum as industries increasingly adopt digital twins, AI, IoT, and advanced simulation tools to reduce prototype costs, accelerate time-to-market, enhance product quality, and support real-time prediction, monitori…",Structural,Predictive Analytics,1,1,True
Jayud Global Logistics Subsidiary Receives CAAC Certification for Drone Pilot Training Operations,2025-11-19T12:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3190831/0/en/Jayud-Global-Logistics-Subsidiary-Receives-CAAC-Certification-for-Drone-Pilot-Training-Operations.html,"Jiniu Aviation Services Expands Low-Altitude Economy Business with Guangdong Guangsheng Aviation Partnerships  SHENZHEN, China, Nov.  19, 2025  (GLOBE......",Transportation,Robotics/Automation,1,1,True
"U.S. Drone Market Trends Analysis Report 2025-2030: Expansion Fueled by AI Autonomy, Drone-as-a-Service Adoption, BVLOS Expansion, Hybrid Delivery Models, Eco-Focused Operations, Counter-UAS Solutions",2025-11-19T09:59:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3190713/28124/en/U-S-Drone-Market-Trends-Analysis-Report-2025-2030-Expansion-Fueled-by-AI-Autonomy-Drone-as-a-Service-Adoption-BVLOS-Expansion-Hybrid-Delivery-Models-Eco-Focused-Operations-Counter-.html,"Key opportunities in the U.S. drone market include AI-enhanced autonomy and analytics, rising adoption of drone-as-a-service, BVLOS operational expansions, hybrid delivery systems, eco-focused services, and counter-UAS solutions. These provide pathways for in…",Structural,Robotics/Automation,1,1,True
"Elon Musk says Tesla owners will soon be able to text while driving, despite it being illegal in nearly all 50 states",2025-12-05T18:57:25Z,Fortune,https://fortune.com/2025/12/05/elon-musk-tesla-owners-texting-driving-full-self-driving-illegal/,Safety experts say sending texts behind the wheel of a full self-driving Tesla would completely undermine the automated features the vehicle has in place.,Construction Management,Robotics/Automation,1,1,True
Chemical Logistics Market Set for Robust Growth as Industries Accelerate Supply Chain Optimization: Verified Market Research®,2025-12-05T15:50:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/05/3200857/0/en/Chemical-Logistics-Market-Set-for-Robust-Growth-as-Industries-Accelerate-Supply-Chain-Optimization-Verified-Market-Research.html,"The Chemical Logistics Market is expanding due to rising demand for efficient hazardous material handling, globalized supply chains, and increased chemical production. However, high operational costs, strict regulatory frameworks, and safety compliance challe…","Transportation, Construction Management",Generative Design,2,1,True
"Introducing Amazon Nova 2 Lite, a fast, cost-effective reasoning model",2025-12-02T15:59:40Z,Amazon.com,https://aws.amazon.com/blogs/aws/introducing-amazon-nova-2-lite-a-fast-cost-effective-reasoning-model/,"New fast, cost-effective model supports extended thinking with adjustable reasoning depth, letting you control the balance between speed, intelligence, and cost while building AI applications for everyday workloads.",Structural,Machine Learning,1,1,True
"Global Times: China Port Watch: Tieshan Port, fueled by advanced technologies, prospers at a rapid pace",2025-12-01T13:46:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/01/3197053/0/en/Global-Times-China-Port-Watch-Tieshan-Port-fueled-by-advanced-technologies-prospers-at-a-rapid-pace.html,"Beibu Gulf Port rapidly modernizes with drones, automation, and smart systems, boosting trade, capacity, and ASEAN connectivity. Beibu Gulf Port rapidly modernizes with drones, automation, and smart systems, boosting trade, capacity, and ASEAN connectivity.",Transportation,Robotics/Automation,1,1,True
DuploCloud launches AI DevOps Engineers that execute real infrastructure work,2025-12-15T14:00:10Z,SiliconANGLE News,https://siliconangle.com/2025/12/15/duplocloud-launches-ai-devops-engineers-execute-real-infrastructure-work/,"Artificial intelligence-powered DevOps automation company DuploCloud Inc. today announced the launch of AI DevOps Engineers, a new service that allows companies to leverage agentic workflows to provision, troubleshoot and optimize infrastructure. AI DevOps En…",Transportation,"Robotics/Automation, Machine Learning",1,2,True
"Geekstake Introduces BTC, ETH, XRP-focused Cloud Platform Powered by Artificial Intelligence, Advancing Trust, Innovation, and Sustainability",2025-12-14T17:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/14/3205053/0/en/Geekstake-Introduces-BTC-ETH-XRP-focused-Cloud-Platform-Powered-by-Artificial-Intelligence-Advancing-Trust-Innovation-and-Sustainability.html,"New York, USA, Dec. 14, 2025 (GLOBE NEWSWIRE) -- GeekStake today announced the launch of its newly updated cloud-based platform, with artificial intelligence positioned as the primary driving force behind system reliability, operational transparency, and sust…",Environmental Engineering,Machine Learning,1,1,True
zenith-ai 0.3.4,2025-12-14T09:01:58Z,Pypi.org,https://pypi.org/project/zenith-ai/0.3.4/,High-Performance Data Infrastructure for Machine Learning - Native Rust Performance,Transportation,Machine Learning,1,1,True
zenith-ai 0.3.3,2025-12-14T08:05:59Z,Pypi.org,https://pypi.org/project/zenith-ai/0.3.3/,High-Performance Data Infrastructure for Machine Learning - Native Rust Performance,Transportation,Machine Learning,1,1,True
zenith-ai 0.3.1,2025-12-13T14:35:35Z,Pypi.org,https://pypi.org/project/zenith-ai/0.3.1/,High-Performance Data Infrastructure for Machine Learning - Native Rust Performance,Transportation,Machine Learning,1,1,True
zenith-ai 0.3.0,2025-12-13T09:17:02Z,Pypi.org,https://pypi.org/project/zenith-ai/0.3.0/,High-Performance Data Infrastructure for Machine Learning - Native Rust Performance,Transportation,Machine Learning,1,1,True
"Cisco, Amazon, and Siemens Set the Pace for Intelligent Hospitality Solutions Amid $90 Billion Market Opportunity",2025-12-12T15:36:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/12/3204763/28124/en/Cisco-Amazon-and-Siemens-Set-the-Pace-for-Intelligent-Hospitality-Solutions-Amid-90-Billion-Market-Opportunity.html,"The smart hospitality market is poised for growth through digital transformation, sustainability, and automation. Key opportunities include harnessing AI for guest personalization, leveraging cloud and on-premise solutions for scalability and security, and ad…",Environmental Engineering,Robotics/Automation,1,1,True
"Cisco, Amazon, and Siemens Set the Pace for Intelligent Hospitality Solutions Amid $90 Billion Market Opportunity",2025-12-12T15:36:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/12/3204764/28124/en/Cisco-Amazon-and-Siemens-Set-the-Pace-for-Intelligent-Hospitality-Solutions-Amid-90-Billion-Market-Opportunity.html,"The smart hospitality market is poised for growth through digital transformation, sustainability, and automation. Key opportunities include harnessing AI for guest personalization, leveraging cloud and on-premise solutions for scalability and security, and ad…",Environmental Engineering,Robotics/Automation,1,1,True
Scaling MLflow for enterprise AI: What’s New in SageMaker AI with MLflow,2025-12-11T18:16:19Z,Amazon.com,https://aws.amazon.com/blogs/machine-learning/scaling-mlflow-for-enterprise-ai-whats-new-in-sagemaker-ai-with-mlflow/,"Today we’re announcing Amazon SageMaker AI with MLflow, now including a serverless capability that dynamically manages infrastructure provisioning, scaling, and operations for artificial intelligence and machine learning (AI/ML) development tasks. In this pos…",Transportation,Machine Learning,1,1,True
LightSolver’s Dani Gluck to Speak on Laser-Based Computing at Quantum Algorithms and Optimization in Athens,2025-12-10T07:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/10/3202922/0/en/LightSolver-s-Dani-Gluck-to-Speak-on-Laser-Based-Computing-at-Quantum-Algorithms-and-Optimization-in-Athens.html,"Dec. 17 Presentation Will Outline How LightSolver’s Laser Processing Unit Can Advance Fields Like Climate Modeling, Materials Discovery, and Energy Infrastructure Dec. 17 Presentation Will Outline How LightSolver’s Laser Processing Unit Can Advance Fields Lik…","Structural, Transportation, Environmental Engineering",Generative Design,3,1,True
Machine Learning Course for Software Engineers: Interview Kickstart Launches Structured 8-Month ML Program for Career Transition,2025-12-08T17:03:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/08/3201826/0/en/Machine-Learning-Course-for-Software-Engineers-Interview-Kickstart-Launches-Structured-8-Month-ML-Program-for-Career-Transition.html,"SANTA CLARA, CA, Dec. 08, 2025 (GLOBE NEWSWIRE) -- Software engineers are increasingly seeking structured pathways to transition into machine learning roles as companies expand their use of artificial intelligence across product development, infrastructure, a…",Transportation,Machine Learning,1,1,True
Zoomer: Powering AI Performance at Meta’s Scale Through Intelligent Debugging and Optimization,2025-11-21T21:00:15Z,Fb.com,https://engineering.fb.com/2025/11/21/data-infrastructure/zoomer-powering-ai-performance-meta-intelligent-debugging-optimization/,"We’re introducing Zoomer, Meta’s comprehensive, automated debugging and optimization platform for AI.  Zoomer works across all of our training and inference workloads at Meta and provides deep performance insights that enable energy savings, workflow accelera…",Construction Management,"Robotics/Automation, Generative Design",1,2,True
Into the Omniverse: How Smart City AI Agents Transform Urban Operations,2025-11-20T16:00:39Z,Nvidia.com,https://blogs.nvidia.com/blog/smart-city-ai-agents-urban-operations/,"Cities are deploying AI agents, digital twins and computer vision to turn fragmented urban infrastructure into intelligent, responsive spaces.",Transportation,Computer Vision,1,1,True
"On-Device AI Market for IoT Applications Analysis Report 2025: Market to Reach $30.6 Billion in 2029 at a CAGR of 25%, AI-Enabled Edge Devices Accelerate the Next Generation of IoT Applications",2025-11-20T09:06:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/20/3191645/28124/en/On-Device-AI-Market-for-IoT-Applications-Analysis-Report-2025-Market-to-Reach-30-6-Billion-in-2029-at-a-CAGR-of-25-AI-Enabled-Edge-Devices-Accelerate-the-Next-Generation-of-IoT-App.html,"Opportunities in the on-device AI market include real-time responses, energy efficiency, and cost-effectiveness in IoT devices across consumer, industrial, and automotive sectors. Growth is driven by advancements in generative AI, robotics, and autonomous app…","Structural, Environmental Engineering",Robotics/Automation,2,1,True
"Micropolis Robotics Unveils New Industrial-Grade, IP67-Rated Computing Module Powered by NVIDIA for Advanced AI Processing of its Robots",2025-11-18T13:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/18/3190055/0/en/Micropolis-Robotics-Unveils-New-Industrial-Grade-IP67-Rated-Computing-Module-Powered-by-NVIDIA-for-Advanced-AI-Processing-of-its-Robots.html,"High-performance, low-latency AI processing will be installed directly on Microspot, Micropolis’ proprietary real-time surveillance, behavior-analysis, and mission-management platform",Structural,"Robotics/Automation, Computer Vision",1,2,True
Senior Machine Learning Engineer-EN,2025-11-18T00:00:00Z,Nlppeople.com,https://nlppeople.com/job/senior-machine-learning-engineer-en/,"About This Role Who We Are:  • CAE Vision: Our vision is to be the worldwide partner of choice in defense and security, and civil aviation by revolutionizing our customers’ training and critical operations with digitally immersive solutions to elevate safety,…",Construction Management,Machine Learning,1,1,True
Three insights you may have missed from theCUBE’s coverage of AWS re:Invent,2025-12-11T17:00:47Z,SiliconANGLE News,https://siliconangle.com/2025/12/11/three-insights-shaping-aws-next-era-agentic-ai-awsreinvent/,Something that’s been building for several years has finally come into clearer view as enterprises shift their attention from model performance to the systems that bring intelligence into production. The conversation now centers on how agentic AI fits into re…,Structural,Machine Learning,1,1,True
robo-infra 0.1.7,2025-12-13T08:29:04Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.7/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.6,2025-12-13T08:09:08Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.6/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.5,2025-12-12T18:08:09Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.5/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.3,2025-12-12T09:10:34Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.3/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra added to PyPI,2025-12-12T09:08:14Z,Pypi.org,https://pypi.org/project/robo-infra/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
(PR) Just Launched OpenAI GPT-5.2 Trained & Deployed on NVIDIA Infrastructure,2025-12-11T19:54:13Z,Techpowerup.com,https://www.techpowerup.com/343996/just-launched-openai-gpt-5-2-trained-deployed-on-nvidia-infrastructure,"Unveiling what it describes as the most capable model series yet for professional knowledge work, OpenAI launched GPT-5.2 today. The model was trained and deployed on NVIDIA infrastructure, including NVIDIA Hopper and GB200 NVL72 systems. It's the latest exam…",Transportation,Machine Learning,1,1,True
"As AI Grows More Complex, Model Builders Rely on NVIDIA",2025-12-11T19:19:57Z,Nvidia.com,https://blogs.nvidia.com/blog/leading-models-nvidia/,"Unveiling what it describes as the most capable model series yet for professional knowledge work, OpenAI launched GPT-5.2 today. The model was trained and deployed on NVIDIA infrastructure, including NVIDIA Hopper and GB200 NVL72 systems. It’s the latest exam…",Transportation,Machine Learning,1,1,True
Google DeepMind agrees to sweeping partnership with U.K. government focused on science and clean energy,2025-12-11T00:01:00Z,Fortune,https://fortune.com/2025/12/10/google-deepmind-uk-government-partnership-science-clean-energy/,"The collaboration will see the AI company collaborating with the British government on a robotic lab for new materials, fusion energy, and new research into AI safety and the societal impacts of AI","Structural, Construction Management",Robotics/Automation,2,1,True
Google and Microsoft Race to Rewrite Big Tech’s Playbook,2025-12-10T23:54:12Z,Biztoc.com,https://biztoc.com/x/2cd411ef1fcd12c6,"Wearables, robotics and infrastructure are emerging as the next places big tech is trying to capture value in the artificial intelligence (AI) stack. This week’s developments, from Google’s smart-glasses revival to Skild AI’s acquisition talks and multibillio…",Transportation,"Robotics/Automation, Machine Learning",1,2,True
AMD Introduces EPYC Embedded 2005 Series Processors,2025-12-10T06:33:39Z,Madshrimps.be,https://www.madshrimps.be/news/amd-introduces-epyc-embedded-2005-series-processors/,"AI-driven workloads are transforming the performance and efficiency requirements of embedded infrastructure systems. From networking switches, routers, and DPU control planes to cold cloud storage, aerospace and robotics applications, today's embedded computi…",Transportation,Robotics/Automation,1,1,True
PitchBook: AI is becoming the defining infrastructure layer of the global economy,2025-12-10T05:01:20Z,SiliconANGLE News,https://siliconangle.com/2025/12/10/pitchbook-ai-becoming-defining-infrastructure-layer-global-economy/,"A new report out today from private capital market intelligence company PitchBook Data Inc. paints a picture of artificial intelligence as the defining infrastructure layer for the next half-century, with the most competition now underway across enterprise so…",Transportation,Machine Learning,1,1,True
Deep Robotics raises $70M to boost robotics innovation,2025-12-10T03:02:37Z,Crypto Briefing,https://cryptobriefing.com/deep-robotics-innovation-funding/,"Deep Robotics' funding surge may accelerate China's leadership in robotics, impacting global tech dynamics and infrastructure automation.
The post Deep Robotics raises $70M to boost robotics innovation appeared first on Crypto Briefing.",Transportation,Robotics/Automation,1,1,True
"Enterprise Mobility Management Market Set for Rapid Growth to USD 118.16 Billion by 2033, Driven by Mobile Workforce Expansion and BYOD Adoption | Research by SNS Insider",2025-12-15T14:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/15/3205548/0/en/Enterprise-Mobility-Management-Market-Set-for-Rapid-Growth-to-USD-118-16-Billion-by-2033-Driven-by-Mobile-Workforce-Expansion-and-BYOD-Adoption-Research-by-SNS-Insider.html,"Enterprise Mobility Management Market Size & Segmentation By Component, Deployment Model, Enterprise Size, Devices Type and Industry Vertical | 2026-2033...",Transportation,Machine Learning,1,1,True
wikimedia-spicerack 12.2.0,2025-12-15T09:47:27Z,Pypi.org,https://pypi.org/project/wikimedia-spicerack/12.2.0/,Automation framework for the WMF production infrastructure,Transportation,Robotics/Automation,1,1,True
"AC Drives Market to Surpass USD 35.70 Billion by 2032, Driven by Automation and Energy Efficiency Trends",2025-12-15T09:13:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/15/3205184/28124/en/AC-Drives-Market-to-Surpass-USD-35-70-Billion-by-2032-Driven-by-Automation-and-Energy-Efficiency-Trends.html,"AC drives are expanding opportunities through energy management, automation, and sustainability. Increased digital integration, regulatory mandates, and regional dynamics underscore the need for tailored, efficient solutions. The market is poised for signific…",Environmental Engineering,Robotics/Automation,1,1,True
