title,publication_date,source,url,description,ai_keywords_found,ce_keywords_found
A framework for reconfigurable production line changeover task planning based on large language model,2025-12-17T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-32657-9,Scientific Reports - A framework for reconfigurable production line changeover task planning based on large language model,"computer vision, robotics, automation",construction
Tracing low-level structures in cryo-electron tomography,2025-12-12T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338502,"Cryo-electron tomography is an imaging technique that provides 3D images (tomograms) in situ of cells with sub-nanometer resolution. Typically, the first step in the analysis is to classify the tomogram voxels into different structures, named semantic segment…","computer vision, neural networks, machine learning","structural, construction"
Palantir Just Scored a Deal to Build Nuclear Submarines. Should You Build a Position in PLTR Stock?,2025-12-11T18:15:30Z,Barchart.com,https://www.barchart.com/story/news/36578370/palantir-just-scored-a-deal-to-build-nuclear-submarines-should-you-build-a-position-in-pltr-stock,"Palantir is a mega-cap AI stock that continues to gain traction, driven by enterprise partnerships, even as it trades at an elevated multiple.","computer vision, artificial intelligence","construction, infrastructure"
Bobyard Raises $35 Million Series A to Power How the World Gets Built,2025-12-10T14:02:29Z,Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/bobyard-raises-35-million-series-a-to-power-how-the-world-gets-built,"SAN FRANCISCO — Bobyard, the AI platform transforming how contractors perform construction takeoffs and estimates, today announced a $35 million Series A led by 8VC, with participation from Pear VC, Primary Venture Partners, Tishman Speyer, RXR, Caffeinated C…",computer vision,construction
Explainable AI for sign language recognition models: Integrating Grad-Cam LIME and Integrated Gradients,2025-12-10T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336481,"Sign language recognition is crucial in bridging the communication gaps between hearing and deaf communities. In this study, we build on an existing sign language classification model based on the VGG19 architecture, enhancing its robustness through dataset a…","computer vision, machine learning, neural networks, artificial intelligence","structural, construction, bridge, concrete"
Buildcheck Raises $5.9M to Launch AI-Powered Construction Design Review Platform,2025-12-09T15:02:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/09/3202554/0/en/Buildcheck-Raises-5-9M-to-Launch-AI-Powered-Construction-Design-Review-Platform.html,"Construction design errors cost billions annually — Buildcheck catches issues before they reach the field, delivering 10–35x ROI for developers and contractors Construction design errors cost billions annually — Buildcheck catches issues before they reach the…",computer vision,"structural, construction, bridge"
Europe is under siege - by Noah Smith - Noahpinion,2025-12-09T05:47:01Z,Noahpinion.blog,https://www.noahpinion.blog/p/europe-is-under-siege,"Menaced by Russia and China, abandoned by America.",computer vision,"construction, infrastructure"
Lenovo ThinkPad P1 Gen 8 Review: Blackwell Power in a 4 Pound Workstation,2025-12-08T21:59:06Z,Storagereview.com,https://www.storagereview.com/review/lenovo-thinkpad-p1-gen-8-review-blackwell-power-in-a-4-pound-workstation,"The ThinkPad P1 Gen 8 is designed for engineers, developers, and creative professionals, combining powerful performance with a modern design to handle demanding workflows. Equipped with an Intel Core Ultra 7 255H, the ThinkPad harnesses the power of AI throug…","computer vision, neural networks, generative AI",construction
Building extraction from remote sensing imagery using SegFormer with post-processing optimization,2025-12-08T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338104,"Traditional methods for building extraction from remote sensing images rely on feature classification techniques, which often suffer from high usage thresholds, cumbersome data processing, slow recognition speeds, and poor adaptability. With the rapid advance…","neural networks, machine learning, automation, artificial intelligence, computer vision","structural, construction, infrastructure"
CellSAM: a foundation model for cell segmentation,2025-12-08T00:00:00Z,Nature.com,https://www.nature.com/articles/s41592-025-02879-w,"CellSAM uses an object detector, CellFinder, to detect cells and prompt the Segment Anything Model (SAM) to generate segmentations. This universal model achieves human-level performance across a range of bioimaging data encompassing mammalian cells, yeast and…","computer vision, machine learning, artificial intelligence","construction, infrastructure"
Recycled Thermoplastics Market Size to Reach USD 145.34 Bn by 2034,2025-12-05T15:33:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/05/3200848/0/en/Recycled-Thermoplastics-Market-Size-to-Reach-USD-145-34-Bn-by-2034.html,According to Towards Chemical and Materials the recycled thermoplastics market is projected to grow from USD 63.43 bn in 2025 to USD 145.34 bn by 2034...,"computer vision, automation","construction, infrastructure"
Graph-enhanced deep learning for diabetic retinopathy diagnosis: A quality-aware and uncertainty-driven approach,2025-12-05T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013745,"Author summary Diabetic retinopathy is a diabetes-induced severe eye condition that leads to permanent blindness if not treated at an early stage. In this study, we introduce a new method that uses pre-trained models to extract features, which are then refine…","computer vision, machine learning, neural networks, artificial intelligence","structural, construction"
"Benchmarking interpretability of deep learning for predictive genomics: Recall, precision, and variability of feature attribution",2025-12-05T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013784,"Author summary Understanding which genetic variants contribute most significantly to complex traits such as human height is crucial for advancing genomic research. Deep neural networks (DNNs) offer powerful predictive capabilities for these traits, but their …","computer vision, neural networks, machine learning","construction, tunnel"
I built the first iPhone with Steve Jobs. The AI industry is at risk of repeating an early smartphone mistake,2025-12-04T14:05:00Z,Yahoo Entertainment,https://finance.yahoo.com/news/built-first-iphone-steve-jobs-140500662.html,"When I was at Apple, we didn’t just launch the smartphone era—we built an ecosystem.",computer vision,"transportation, construction, infrastructure"
I built the first iPhone with Steve Jobs. The AI industry is at risk of repeating an early smartphone mistake,2025-12-04T14:05:00Z,Fortune,https://fortune.com/2025/12/04/i-built-smartphone-iphone-with-steve-jobs-ai-repeating-mistake/,"When I was at Apple, we didn’t just launch the smartphone era—we built an ecosystem.",computer vision,"transportation, construction, infrastructure"
How Visual AI Is Reshaping Value and Risk in Commercial Real Estate,2025-12-03T15:01:03Z,Commercial Observer,http://commercialobserver.com/2025/12/visual-ai-value-risk-commercial-real-estate/,"Artificial intelligence is already reshaping the economics of real estate, but nowhere is the shift more pronounced than in the rapid institutionalization of visual AI.  These computer-vision systems interpret the built world through images, video and documen…","computer vision, artificial intelligence","construction, infrastructure"
Mamdani and Technology: What New York’s Built Environment Might Expect,2025-12-02T14:00:24Z,Commercial Observer,http://commercialobserver.com/2025/12/mamdani-technology-proptech-commercial-real-estate/,"Mayor-elect Zohran Mamdani is coming into office based on his successful campaign mantra of greater affordability for New Yorkers. Mandani’s administration will be challenged to make good on his big-swing promises of a rent freeze, free buses and building mor…","computer vision, machine learning, artificial intelligence",construction
Human swimming posture recognition combining improved 3D convolutional network and attention residual network,2025-12-02T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0337577,"Human swimming posture recognition is a key technology to improve training effect and reduce sports injury by analyzing and recognizing swimmer’s movement posture. However, the existing technical means cannot accomplish the accurate recognition of human swimm…","neural networks, machine learning, robotics, artificial intelligence, computer vision","structural, construction"
Symposium on Open Source Investigation Labs: AI for Open Source Investigation,2025-11-27T08:00:48Z,Opiniojuris.org,http://opiniojuris.org/2025/11/27/ai-for-open-source-investigation/,"[Guillen Torres Sepulveda is Open Source Investigations Specialist with the Human Rights Center, Berkeley School of Law. Pınar Yolum is Professor of Trustworthy AI at the Department of Information and Computing Sciences at Utrecht University] Open-source inve…","computer vision, machine learning, generative AI, artificial intelligence","construction, infrastructure"
Optimizing Mobileye’s REM™ with AWS Graviton: A focus on ML inference and Triton integration,2025-11-26T19:50:03Z,Amazon.com,https://aws.amazon.com/blogs/machine-learning/optimizing-mobileyes-rem-with-aws-graviton-a-focus-on-ml-inference-and-triton-integration/,"This post is written by Chaim Rand, Principal Engineer, Pini Reisman, Software Senior Principal Engineer, and Eliyah Weinberg, Performance and Technology Innovation Engineer, at Mobileye. The Mobileye team would like to thank Sunita Nadampalli and Guy Almog f…","computer vision, machine learning, artificial intelligence",construction
"Data Centers, AI, and Energy: Everything You Need to Know",2025-11-25T22:00:00Z,OilPrice.com,https://oilprice.com/Energy/Energy-General/Data-Centers-AI-and-Energy-Everything-You-Need-to-Know.html,"For the past decade, the defining narrative of the global energy sector has been the transition of supply. Governments, utilities, and investors have focused almost exclusively on shifting generation assets from fossil fuels to renewables, retiring coal plant…","computer vision, neural networks, generative AI, artificial intelligence","transportation, bridge, infrastructure, structural, construction"
"Data Centers, AI, and Energy: Everything You Need to Know",2025-11-25T22:00:00Z,Yahoo Entertainment,https://finance.yahoo.com/news/data-centers-ai-energy-everything-220000884.html,"This guide analyzes how the exponential growth of energy-intensive AI data centers is creating a structural shift in global energy demand, straining physical...","computer vision, neural networks, generative AI, artificial intelligence","transportation, bridge, infrastructure, structural, construction"
New National Report Warns: Remote Work Injuries Are Surging as Millions of Americans Shift to Home Offices,2025-11-25T17:13:00Z,Socialmediaexplorer.com,https://socialmediaexplorer.com/social-media-marketing/new-national-report-warns-remote-work-injuries-are-surging-as-millions-of-americans-shift-to-home-offices/,"A new nationwide study from John Foy & Associates reveals a sharp rise in remote-work...
The post New National Report Warns: Remote Work Injuries Are Surging as Millions of Americans Shift to Home Offices appeared first on Social Media Explorer.",computer vision,"construction, tunnel"
Physical AI in practice: Technical foundations that fuel human-machine interactions,2025-11-25T17:00:25Z,Amazon.com,https://aws.amazon.com/blogs/machine-learning/physical-ai-in-practice-technical-foundations-that-fuel-human-machine-interactions/,"In this post, we explore the complete development lifecycle of physical AI—from data collection and model training to edge deployment—and examine how these intelligent systems learn to understand, reason, and interact with the physical world through continuou…","generative AI, machine learning, robotics, automation, artificial intelligence, computer vision","construction, bridge, infrastructure"
15 Ways Sales Has Changed This Year in the Age of AI,2025-12-23T15:07:41Z,Saastr.com,https://www.saastr.com/15-ways-sales-has-changed-this-year-in-the-age-of-ai/,"Team SaaStr has been living in AI and sales for the past 18 months, but things really accelerated started around June 2025 Since then we’ve deployed 20+ AI agents at SaaStr. Our AI SDRs now send 11-40x the volume of our human SDRs—with better results. Our AI …",generative AI,construction
BTIG Sees Expanding TAM and Margin Upside for Autodesk (ADSK),2025-12-23T08:01:05Z,Yahoo Entertainment,https://finance.yahoo.com/news/btig-sees-expanding-tam-margin-080105171.html,"Autodesk, Inc. (NASDAQ:ADSK) is one of the AI Stocks in the Spotlight for Investors. On December 17, BTIG initiated coverage on the stock with a “Buy” rating...",generative AI,construction
Alphabet to buy clean energy developer Intersect in $4.75 billion deal amid AI push,2025-12-22T17:36:15Z,The Times of India,https://economictimes.indiatimes.com/tech/technology/alphabet-to-buy-clean-energy-developer-intersect-in-4-75-billion-deal-amid-ai-push/articleshow/126126230.cms,Big Tech has ramped up investments in energy firms as ‌U.S. power grids ‌struggle to keep pace with the soaring electricity demand of generative AI amid an intensifying ‌race to capitalize on the booming technology.,"generative AI, artificial intelligence",construction
"Arc Raiders Is My Game Of The Year, But Its Use Of Generative AI Really Sucks",2025-12-22T17:35:00Z,GameSpot,https://www.gamespot.com/articles/arc-raiders-is-my-game-of-the-year-but-its-use-of-generative-ai-really-sucks/1100-6537140/,"These past two months with Arc Raiders have been the most fun I've had with games all year. It represents the most exciting and unpredictable multiplayer landscape I've jumped into since Sea of Thieves in 2018, which I consider my favorite game ever made. It'…",generative AI,construction
Alphabet to buy clean energy developer Intersect in $4.75 billion deal amid AI push,2025-12-22T16:11:59Z,CNA,https://www.channelnewsasia.com/business/alphabet-buy-clean-energy-developer-intersect-in-475-billion-deal-amid-ai-push-5673216,"Dec 22 : Alphabet ‌said on Monday it would buy clean energy developer Intersect for $4.75 billion in cash, plus assumed debt, as tech giants spend billions to expand the computing and power capacity necessary for developing artificial intelligence.Big Tech ha…","generative AI, artificial intelligence",construction
Alphabet to buy clean energy developer Intersect in $4.75 billion deal amid AI push,2025-12-22T16:10:28Z,Yahoo Entertainment,https://finance.yahoo.com/news/alphabet-buy-data-center-infrastructure-161028901.html,"Alphabet said on Monday it would buy clean energy developer Intersect for $4.75 billion in cash, plus assumed debt, as ​tech giants spend billions to expand ...","generative AI, artificial intelligence",construction
socialtextlytics added to PyPI,2025-12-21T13:10:45Z,Pypi.org,https://pypi.org/project/socialtextlytics/,"A new package that analyzes social media post text to extract structured insights about audience engagement patterns, such as identifying common themes in highly liked content or predicting potential",generative AI,construction
The age of instability: ‘Ireland feels like a small boat caught in a tempestuous storm’,2025-12-20T06:00:00Z,The Irish Times,https://www.irishtimes.com/life-style/people/2025/12/20/the-age-of-instability-ireland-feels-like-a-small-boat-caught-in-a-tempestuous-storm/,"Year of deepfakes, drones, masculine energy and bad weather also brought first babies of Generation Beta","generative AI, artificial intelligence","structural, construction"
"Microsoft AI chief warns frontier AI could demand ""hundreds of billions"" — but vows he'll stop if it ever threatens humanity",2025-12-19T13:38:17Z,Windows Central,https://www.windowscentral.com/artificial-intelligence/microsoft-copilot/ai-chief-warns-frontier-ai-could-demand-hundreds-of-billions,"Microsoft AI CEO Mustafa Suleyman indicated that it will cost ""hundreds of billions of dollars"" to keep up with frontier AI development over the next 5-10 years.",generative AI,"structural, construction"
OpenAI is a house still under construction — but no one agrees what it’s made of,2025-12-18T17:20:46Z,Fortune,https://fortune.com/2025/12/18/openai-is-a-house-still-under-construction-but-no-one-agrees-what-its-made-of/,"Trillions of tokens, billions in compute, and a company racing in multiple directions—critics and boosters alike debate whether OpenAI’s breakneck expansion rests on a solid foundation or something shakier.",generative AI,"construction, concrete, infrastructure"
Trump goes nuclear: The president’s tech and media umbrella will merge with a fusion reactor developer in a deal valued north of $6 billion,2025-12-18T15:01:20Z,Fortune,https://fortune.com/2025/12/18/trump-media-technology-group-tae-technologies-nuclear-reactor-power-deal-merger/,"Devin Nunes, the former congressman who leads Donald Trump's media and tech businesses, including Truth Social, will become co-CEO after the merger.","generative AI, artificial intelligence",construction
Purdue makes 'AI working competency' a graduation requirement,2025-12-17T23:28:05Z,Theregister.com,https://www.theregister.com/2025/12/17/purdue_require_ai_working_competency/,"GPT-before-GPA plan has faculty and students scratching their heads Purdue University last week said it will require incoming undergraduate students to meet an ""AI working competency"" requirement in order to graduate.…",generative AI,"transportation, construction"
Democratic lawmakers are investigating data centers’ impact on electricity costs,2025-12-17T21:12:16Z,The Verge,https://www.theverge.com/news/846696/electricity-cost-ai-data-center-democrat-investigation,"Sens. Elizabeth Warren (D-MA), Chris Van Hollen (D-MD), and Richard Blumenthal (D-CT) fired off a letter on Tuesday to Google, Microsoft, Amazon, Meta, and several major data center developers to investigate the impact they're having on Americans' utility bil…",generative AI,"transportation, construction, infrastructure"
Public Domain Day 2026,2025-12-17T20:15:56Z,Duke.edu,https://web.law.duke.edu/cspd/publicdomainday/2026/,"January 1, 2026 is Public Domain Day: Works from 1930 are open to all, as are sound recordings from 1925! By Jennifer Jenkins and James Boyle[1] CC BY 4.0 Please note that this site is only about US law; the copyright terms in other countries are different.[2…",generative AI,"construction, concrete"
CoreWeave Has Lost a Staggering Amount of Stock Value Over the Past Six Months,2025-12-16T22:10:05Z,Futurism,http://futurism.com/artificial-intelligence/coreweave-lost-value-six-months,"""There is no scaling going on here.""
The post CoreWeave Has Lost a Staggering Amount of Stock Value Over the Past Six Months appeared first on Futurism.",generative AI,construction
Production design of “The Testament of Ann Lee” – interview with Sam Bader,2025-12-16T22:02:08Z,Pushing-pixels.org,https://www.pushing-pixels.org/2025/12/16/production-design-of-the-testament-of-ann-lee-interview-with-sam-bader.html,"Continuing the ongoing series of interviews with creative artists working on various aspects of movie and episodic productions, it is my delight to welcome Sam Bader. In this interview, he talks about the responsibilities of the production designer, the impor…",generative AI,"construction, bridge, concrete"
Racks of AI chips are too damn heavy,2025-12-16T13:30:42Z,The Verge,https://www.theverge.com/ai-artificial-intelligence/844966/heavy-ai-data-center-buildout,"In the span of a decade and a half, from 2010 to the end of 2024, the number of data centers in the US quadrupled. The trend is similar worldwide: more data centers, bigger, now or soon. The number of the construction projects of centers over 100 megawatts an…","generative AI, artificial intelligence",construction
Everyday People Bear the Costs of Big Tech’s Hunger for Profits,2025-12-16T12:51:02Z,Otherwords.org,https://otherwords.org/the-public-pays-the-price-for-big-techs-data-centers/,"Bill Gates recently made headlines by suggesting that climate change is no longer a priority, but the American public begs to differ.In this last election, climate change was a defining issue in states like Virginia and Georgia, where voters grappled with ris…",generative AI,"construction, infrastructure"
"Disney Just Dropped 3 Announcements, and One Is Seriously Bittersweet",2025-12-14T22:00:19Z,disneyfoodblog.com,https://www.disneyfoodblog.com/2025/12/14/disney-just-dropped-3-announcements-and-one-is-seriously-bittersweet/,We have the three biggest updates in Disney World this week right here!,generative AI,construction
Imperial Valley city sues to force environmental review of massive data center project,2025-12-12T15:49:55Z,KPBS,https://www.kpbs.org/news/environment/2025/12/12/imperial-valley-city-sues-to-force-environmental-review-of-massive-data-center-project,A Huntington Beach-based developer is proposing to build a nearly one million-square-foot warehouse for artificial intelligence development in the center of the Imperial Valley.,"generative AI, artificial intelligence","construction, infrastructure"
"Disney does a dubious deal with OpenAI, even as trust in AI wanes",2025-12-12T14:00:41Z,SiliconANGLE News,https://siliconangle.com/2025/12/12/disney-dubious-deal-openai-even-trust-ai-wanes/,Artificial intelligence has now conquered the most hard-ass copyright defender of all — Disney — as the media giant did a $1 billion deal with OpenAI this week to allow use of a bunch of characters in its Sora video creation model. Disney CEO Bob Iger may fee…,"generative AI, artificial intelligence, automation","construction, infrastructure"
I Am Time Magazine’s Person of the Year,2025-12-11T21:07:02Z,The Atlantic,https://www.theatlantic.com/technology/2025/12/i-am-time-magazines-person-of-the-year/685226/,So are you. Congrats!,generative AI,construction
Planning for 7.0,2025-12-11T16:44:15Z,Wordpress.org,https://make.wordpress.org/core/2025/12/11/planning-for-7-0/,"With 6.9 out in the world, our collective attention has already turned to 7.0. Core contributors, together with Matt and Mary, had a call to discuss ideas and projects. There was shared excitement about this release, even if it’s just another number. This pos…",generative AI,infrastructure
Pre-Engineered Buildings Market Set to Reach US$ 41.87 Billion by 2033 as Rapid Industrial Expansion and Cost-Efficient Construction Drive Massive Adoption Says Astute Analytica,2025-12-11T15:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/11/3204080/0/en/Pre-Engineered-Buildings-Market-Set-to-Reach-US-41-87-Billion-by-2033-as-Rapid-Industrial-Expansion-and-Cost-Efficient-Construction-Drive-Massive-Adoption-Says-Astute-Analytica.html,The market is currently witnessing a high-velocity expansion phase where industrial necessity meets commercial aesthetics. Record-breaking order books in India and massive public disbursement in Vietnam indicate a sector running at full capacity to meet deadl…,"generative AI, automation","structural, construction, concrete"
"Why Time Dubbed 'AI Builders' Person of the Year: 'Whatever the Question, AI Was the Answer'",2025-12-11T15:28:00Z,CNET,https://www.cnet.com/tech/services-and-software/time-magazine-chooses-ai-builders-as-person-of-the-year/,"The magazine said there was ""no turning back or opting out' of AI's massive influence in 2025.""","generative AI, artificial intelligence",construction
13 Construction Industry Trends to Watch for in 2026,2025-12-11T14:00:00Z,Webfx.com,https://www.webfx.com/blog/home-services/construction-industry-trends/,2026 has brought changes to the construction industry. Here are 13 construction industry trends to follow for success this year!,robotics,"construction, concrete, infrastructure"
MIT’s Speech-to-Reality System Reimagines the Future of Manufacturing,2025-12-11T10:00:00Z,Annielytics.com,https://www.annielytics.com/blog/ai/mits-speech-to-reality-system-reimagines-the-future-of-manufacturing/,"A new research effort at MIT offers one of the clearest demonstrations yet of how generative AI, robotics, and human intent may merge into a unified manufacturing loop. Instead of drafting CAD files or prepping machines, researchers asked for objects out loud…","generative AI, robotics","construction, concrete"
AI investment and its potential effects on urban digital twins,2025-12-11T08:13:00Z,ComputerWeekly.com,https://www.computerweekly.com/feature/AI-investment-and-its-potential-effects-on-urban-digital-twins,Investment in AI will support developing the technology as an enabler for digital twins across virtually all application areas. But analysts voice serious concerns that spending on AI has created a massive bubble that is ready to pop,"generative AI, artificial intelligence, robotics","construction, infrastructure"
Kedrosky: “we’re already seeing this sharply asymptotic decline in the rate of improvement of models outside of software”,2025-12-11T05:47:01Z,Substack.com,https://paulkrugman.substack.com/p/talking-with-paul-kedrosky,"Reassuring stability.

“… I’m turning over a vast chunk of my chips just because they’re failing under thermal stress”","machine learning, generative AI, artificial intelligence","construction, concrete"
Portland Artists Hold a Round Table on Generative AI “Machine Nightmares”,2025-12-11T01:30:00Z,The Portland Mercury,https://www.portlandmercury.com/culture/2025/12/10/48182678/portland-artists-hold-a-round-table-on-generative-ai-machine-nightmares,"Tired of the machine takeover? So are local artists, like Roger Peet, Lydia Kiesling, John Niekrasz, and Celeste Noche.
 
 by Taylor Griggs
 
 
 
 Since OpenAI launched ChatGPT in November 2022, generative artificial intelligence (AI) has taken over Google se…","generative AI, artificial intelligence",construction
Benchmarking algorithms for generalizable single-cell perturbation response prediction,2025-12-11T00:00:00Z,Nature.com,https://www.nature.com/articles/s41592-025-02980-0,This analysis performs comprehensive comparisons of 27 single-cell perturbation response prediction methods using 29 datasets under different test scenarios and against multiple evaluation metrics.,"generative AI, machine learning",construction
"From early cars to generative AI, new technologies create demand for specialized materials",2025-12-10T13:34:56Z,The Conversation Africa,https://theconversation.com/from-early-cars-to-generative-ai-new-technologies-create-demand-for-specialized-materials-269241,The mass adoption of new technologies drives demand for rare and complex materials used in their manufacture.,"generative AI, artificial intelligence","transportation, construction, infrastructure"
Inside tractor maker CNH’s push to bring more artificial intelligence to the farm,2025-12-10T12:00:00Z,Fortune,https://fortune.com/2025/12/10/artificial-intelligence-cnh-ai-tractors-farm-equipment/,"CNH CTO Jay Schroeder says using AI to improve farming is a decades-long passion. ""I grew up on a family farm…so for me, it’s personal.”","machine learning, generative AI, artificial intelligence","construction, infrastructure"
Principal AI Engineer,2025-12-10T00:00:00Z,Nlppeople.com,https://nlppeople.com/job/principal-ai-engineer-3/,"Job Description Principal AI Engineer Join a dynamic and fast-evolving team that is building next-generation AI-based tools and agent systems for the construction Industry. Our AI and Data Team is focused on designing intelligent AI agents, and copilots using…","generative AI, machine learning","construction, infrastructure"
Enterprise AR and VR: Building the UC business case,2025-12-09T14:08:00Z,Techtarget.com,https://www.techtarget.com/searchunifiedcommunications/tip/Enterprise-AR-and-VR-Building-the-UC-business-case,"Enterprise VR and AR enable immersive collaboration, virtual training and improved CX, but also require careful consideration of business goals, costs and industry needs.",generative AI,"construction, infrastructure"
New York City’s Multifamily Market Remains a Favorite of Foreign Investors,2025-12-09T13:00:43Z,Commercial Observer,http://commercialobserver.com/2025/12/new-york-city-multifamily-foreign-investors/,"International capital never left New York City multifamily — and it’s not going to anytime soon. Despite facing national uncertainty from the Trump administration and local headwinds from the incoming Mamdani administration, foreign investors from the likes o…","generative AI, artificial intelligence",construction
5 Cutting-Edge AutoML Techniques to Watch in 2026,2025-12-09T13:00:07Z,Kdnuggets.com,https://www.kdnuggets.com/5-cutting-edge-automl-techniques-to-watch-in-2026,This article discusses five cutting-edge AutoML techniques and trends that are expected to shape the landscape of highly automated machine learning model building in the 2026 year about to start.,"generative AI, machine learning",construction
The U.S. Is Betting the Economy on ‘Scaling’ AI: Where Is the Intelligence When One Needs It?,2025-12-09T10:55:52Z,Nakedcapitalism.com,https://www.nakedcapitalism.com/2025/12/the-u-s-is-betting-the-economy-on-scaling-ai-where-is-the-intelligence-when-one-needs-it.html,A detailed discussion of how AI the data-center investment boom is stoking a societally and financially costly bubble,"generative AI, machine learning, automation","structural, construction, infrastructure"
AI Might Be Coming for Your Job. There’s a Proven Way to Prevent That.,2025-12-08T15:00:00Z,esquire.com,https://www.esquire.com/lifestyle/money/a69620765/midlife-career-change-entrepreneuralism/,More middle-age and older Americans are becoming entrepreneurs and seizing control of their careers. The leap can be stressful but ultimately rewarding—just listen to the people who’ve already done it.,"generative AI, artificial intelligence",construction
"Dynamic Business: Russell McVeagh CEO Ben McLaren on AI strategy, risk and culture goals",2025-12-08T02:00:00Z,New Zealand Herald,https://www.nzherald.co.nz/business/business-reports/dynamic-business/dynamic-business-russell-mcveagh-ceo-ben-mclaren-on-ai-strategy-risk-and-culture-goals/QIKME5XH45ETBGZHRUALDZQSHA/,Russell McVeagh’s new Queenstown office has already exceeded first-year goals.,generative AI,"construction, infrastructure"
"Why copper markets are feeling the pinch due to aggressive AI data center expansion — expansive buildout to demand 1.1 million tonnes of copper annually by 2030, close to 3% of global demand",2025-12-05T11:00:07Z,Tom's Hardware UK,https://www.tomshardware.com/tech-industry/why-copper-markets-are-feeling-the-pinch,"Data center demand is skyrocketing as the generative AI revolution continues at pace. The racks of servers already use around 1.5% of global electricity, but by 2030, it's estimated that data centers will need around 1.1 million tonnes of copper annually by 2…",generative AI,"construction, infrastructure"
NeurIPS best paper awards 2025,2025-12-05T01:15:42Z,Neurips.cc,https://blog.neurips.cc/2025/11/26/announcing-the-neurips-2025-best-paper-awards/,"The Best Paper Award Committee members were nominated by the Program Chairs and the Database and Benchmark track chairs, who selected leading researchers across machine learning topics. These nominations were approved by the General Chairs and Next Generation…","neural networks, generative AI, machine learning",construction
California lawmaker calls for public review of massive Imperial Valley data center project,2025-12-04T22:05:32Z,KPBS,https://www.kpbs.org/news/environment/2025/12/04/california-lawmaker-calls-for-public-review-of-massive-imperial-valley-data-center-project,State Sen. Steve Padilla’s letter comes as Imperial Valley residents and advocates say they were blindsided by plans for the project.,"generative AI, artificial intelligence","construction, infrastructure"
Trends in Australia Warehouse and Storage Market 2035,2025-12-04T13:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/04/3199699/0/en/Trends-in-Australia-Warehouse-and-Storage-Market-2035.html,"According to Towards Packaging consultants, the Australia warehouse and storage market is expected to expand significantly through 2034.......","automation, generative AI, artificial intelligence, robotics","structural, construction, transportation, infrastructure"
Amadeus Travel Trends 2026: Transformative travel for the coming year,2025-12-04T08:10:00Z,Hospitality Net,https://www.hospitalitynet.org/news/4130046.html,"Transformative technology provider Amadeus has today unveiled its Travel Trends 2026, an insightful look at the forces shaping travel over the next year – and beyond. Partnering with travel trends forecasting agency, Globetrender, and drawing on Amadeus’ prop…",generative AI,"construction, bridge, tunnel"
Should form always follow function? Architect Ole Scheeren isn’t sure: ‘We think of buildings as living organisms’,2025-12-04T06:31:23Z,Fortune,https://fortune.com/2025/12/04/should-form-always-follow-function-ole-scheeren/,"“When form follows function architecture...offers no more than is asked of it,” architect Ole Scheeren said during Fortune Brainstorm Design on Dec. 2.","generative AI, artificial intelligence",construction
The New Wealth of Nations,2025-12-04T00:02:58Z,Foreign Policy,http://foreignpolicy.com/2025/12/03/instrumental-capital-sovereign-wealth-funds-gulf/,How instrumental capital is reshaping the world.,"generative AI, artificial intelligence","construction, infrastructure"
The CEO’s Playbook for the Post-Click Economy: Architecting Dominance in the Age of AI Search - AI Marketing Agency,2025-12-03T20:49:03Z,Matrixmarketinggroup.com,https://matrixmarketinggroup.com/ceo-playbook-ai-search/,The CEO’s Playbook for the Post-Click Economy: Architecting Dominance in the Age of AI Search - AI Marketing Agencymatrixmarketinggroup.com,generative AI,"construction, infrastructure"
Trends in North America Automotive Thermoformed Plastic Parts Packaging Market - 2035,2025-12-03T16:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/03/3199130/0/en/Trends-in-North-America-Automotive-Thermoformed-Plastic-Parts-Packaging-Market-2035.html,"As reported by Towards Packaging experts, the global North America automotive thermoformed plastic parts packaging market is anticipated to rise from USD 2.69 billion in 2026 to approximately USD 3.61 billion by 2034, with a CAGR of 3.75% from 2025 to 2034. A…","generative AI, automation","structural, construction, infrastructure"
A Questionable A.I. Plateau,2025-12-03T05:47:01Z,Pxlnv.com,https://pxlnv.com/blog/questionable-ai-plateau/,The Economist: On November 20th American statisticians released the results of a survey. Buried in the data is a trend with implications for trillions of dollars of spending. Researchers at the Census Bureau ask firms if they have used artificial intelligence…,"generative AI, artificial intelligence",construction
