title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Premium: The Hater's Guide To NVIDIA,2025-11-25T05:47:01Z,Wheresyoured.at,https://www.wheresyoured.at/the-haters-guide-to-nvidia/,"This piece has a generous 3000+ word introduction, because I want as many people to understand NVIDIA as possible. The (thousands of) words after the premium break get into arduous detail, but I’ve written this so that, ideally, most people can pick up the de…",,,0,0,False
"The New Trivium, the Human Intelligence AI Cannot Replace",2025-11-24T21:30:20Z,Psychology Today,https://www.psychologytoday.com/us/blog/innovation-you/202511/the-new-trivium-the-human-intelligence-ai-cannot-replace,"When AI gives all the answers, the real power is knowing how to think—problem construction, paradox navigation, and creative expression.",Structural,,1,0,False
RAM is so expensive that stores are selling it at market prices,2025-11-24T18:53:18Z,PCWorld,https://www.pcworld.com/article/2984629/ram-is-so-expensive-that-stores-are-selling-it-at-market-prices.html,"Generative “AI” data centers are gobbling up trillions of dollars in capital, not to mention heating up the planet like a microwave. As a result there’s a capacity crunch on memory production, shooting the prices for RAM sky high, over 100 percent in the last…",,,0,0,False
Micropump Market Size Expected to Reach USD 15.59 Billion by 2034,2025-11-24T13:43:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/24/3193519/0/en/Micropump-Market-Size-Expected-to-Reach-USD-15-59-Billion-by-2034.html,"The global micropump market size is expected to reach nearly USD 15.59 billion by 2034, increasing from USD 3.27 billion in 2025, growing at a strong CAGR of 19.03% between 2025 and 2034. North America accounted for 50% of the market in 2024, while Asia Pacif…",,,0,0,False
Still not back to normal: Companies reflect on aftermath of 'Georgia crackdown',2025-11-23T09:56:36Z,Joins.com,https://koreajoongangdaily.joins.com/news/2025-11-23/business/industry/Still-not-back-to-normal-Companies-reflect-on-aftermath-of-Georgia-crackdown/2459409,"Two months have passed since over 300 Korean workers were detained by U.S. federal agents in an immigration crackdown. President Trump declared that Korea and the United States have “worked it out,” but is this true?",,,0,0,False
The Sons of Trump’s Commerce Secretary Are Making Money in the Data Center Biz,2025-11-22T15:30:49Z,Gizmodo.com,https://gizmodo.com/the-sons-of-trumps-commerce-secretary-are-making-money-in-the-data-center-biz-2000689741,AI is good for politics and good for business too.,,,0,0,False
"Why We’re Not Using AI in This Course, Despite Its Obvious Benefits",2025-11-22T05:47:02Z,Substack.com,https://emergingethics.substack.com/p/why-were-not-using-ai-in-this-course,A reading for your students,,,0,0,False
NTT brings Large Action Model to “market”,2025-11-21T20:23:18Z,ComputerWeekly.com,https://www.computerweekly.com/blog/CW-Developer-Network/NTT-brings-Large-Action-Model-to-market,"NTT, Inc. used its recent NTT R&D Forum in Tokyo to detail a new AI technology called the Large Action Model (LAM). What is a LAM? The is an AI model that predicts customers' intent based on ...",,Machine Learning,0,1,False
"Mobile Cases and Covers Market Size, Trends, Segments, Companies and Competitive Analysis",2025-11-21T08:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/21/3192550/0/en/Mobile-Cases-and-Covers-Market-Size-Trends-Segments-Companies-and-Competitive-Analysis.html,"As highlighted by Towards Packaging research, the global mobile cases and covers market, valued at USD 26.30 billion in 2025, is expected to reach USD 42.19 billion by 2034, registering a CAGR of 5.39% throughout the forecast period. As highlighted by Towards…",Structural,,1,0,False
How Westinghouse is reenergizing nuclear power with — and for — AI,2025-11-20T14:00:00Z,Blog.google,https://blog.google/products/google-cloud/westinghouse/,Westinghouse has partnered with Google Cloud to develop a custom AI-powered platform.,,,0,0,False
Nvidia CEO Jensen Huang earnings call namechecked Saudi AI company Humain three times. Here’s why,2025-11-20T03:48:35Z,Fortune,https://fortune.com/2025/11/19/nvidia-jensen-huang-earnings-humain-saudi-arabia/,"Humain, founded by Saudi Crown Prince Mohammed bin Salman, has signed a series of landmark deals with Amazon and xAI that all involve Nvidia's AI chips.",,,0,0,False
Nvidia CEO Jensen Huang earnings call namechecked Saudi AI company Humain three times. Here’s why,2025-11-20T03:48:35Z,Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-ceo-jensen-huang-earnings-034835433.html,"Humain, founded by Saudi Crown Prince Mohammed bin Salman, has signed a series of landmark deals with Amazon and xAI that all involve Nvidia's AI chips.",,,0,0,False
World first: AI tells humans how to build a high-speed rail tunnel in China,2025-11-20T03:00:00Z,The Star Online,https://www.thestar.com.my/tech/tech-news/2025/11/20/world-first-ai-tells-humans-how-to-build-a-high-speed-rail-tunnel-in-china,"Machines trained in complex mountain data carefully navigate fault lines, fractures, caves and sinkholes to pick the best excavation method. Read full story",Geotechnical,,1,0,False
"Nuclear Power Surge, $10M Buyback, and a $1.9B SEO Bombshell",2025-11-19T14:46:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3191097/0/en/Nuclear-Power-Surge-10M-Buyback-and-a-1-9B-SEO-Bombshell.html,"Constellation (NASDAQ:CEG), VENU (NYSE:VENU), Kazia (NASDAQ:KZIA), Adobe (NASDAQ:ADBE) and Semrush (NYSE:SEMR) are in the news......",,,0,0,False
Robert Therrien’s World of Everyday Wonder Emerges in a LA Retrospective,2025-11-19T11:30:00Z,ARTnews,https://www.artnews.com/art-news/artists/robert-therrien-retrospective-the-broad-1234762218/,"At the Broad, a Robert Therrien retrospective brings into focus the artist's keen sense for everyday wonderment.",,,0,0,False
Siemens and Samsung C&T Partner to Drive Next-Generation Infrastructure Projects,2025-11-18T13:23:40Z,POWER magazine,https://www.powermag.com/siemens-and-samsung-ct-partner-to-drive-next-generation-infrastructure-projects/,"The Global partnership agreement combines Samsung C&T’s EPC expertise with Siemens’ leading capabilities in digitalization, electrification, and automation...",Transportation,Robotics/Automation,1,1,True
Can AI ‘Griefbots’ Help Us Heal?,2025-11-18T11:00:00Z,Scientific American,https://www.scientificamerican.com/article/can-ai-griefbots-help-us-heal/,What can AI “griefbots” do for those in mourning?,,,0,0,False
How industrial AI is powering a quiet tech revolution,2025-11-18T08:30:00Z,Techmonitor.ai,https://www.techmonitor.ai/ai-and-automation/industrial-ai-progress/,"White collar GenAI applications may grab all the headlines, but AI’s real progress is being found on the factory floor.",,,0,0,False
Lawmakers signal support for using AI to prevent veteran suicides in FY26 VA funding bill reports,2025-11-17T21:05:00Z,Nextgov,https://www.nextgov.com/artificial-intelligence/2025/11/lawmakers-signal-support-using-ai-prevent-veteran-suicides-fy26-va-funding-bill-reports/409576/,"“There is a significant need to improve early suicide indicators and detection using artificial intelligence and machine learning technologies that improve operational efficiency and effectiveness throughout veteran service delivery,” according to a House App…",,Machine Learning,0,1,False
Will AI automation really kill jobs? A new survey finds Canadian workers are split on the answer,2025-11-17T17:55:30Z,The Conversation Africa,https://theconversation.com/will-ai-automation-really-kill-jobs-a-new-survey-finds-canadian-workers-are-split-on-the-answer-268649,A new survey by sociologists assessed public attitudes and perceptions about the AI-related threat of job displacement.,,Robotics/Automation,0,1,False
[Latest] Digital Twin for Buildings Market to Reach US$ 26.23 Billion by 2033 | Astute Analytica,2025-11-17T15:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/17/3189339/0/en/Latest-Digital-Twin-for-Buildings-Market-to-Reach-US-26-23-Billion-by-2033-Astute-Analytica.html,"The market is in a phase of rapid acceleration, moving beyond conceptual models to practical, data-rich applications. A strong focus on integrating AI and IoT is creating more intelligent, predictive, and autonomous building management systems. The market is …",Structural,,1,0,False
The 2025 Complete ChatGPT Skills & Business Mastery Bundle for $24,2025-11-17T09:00:00Z,Stacksocial.com,https://www.stacksocial.com/sales/the-2025-complete-chatgpt-skills-business-mastery-bundle?utm_source=androidguys&amp;aid=&amp;utm_campaign=feed&amp;utm_medium=RSS,"Expires November 20, 2125 07:59 PST




 Buy now and get 87% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Build Smarter, Grow Faster. Succeed with AI-Powered Entrepreneurship

Master modern entrepreneurship with The 2025 Complet…",,,0,0,False
The 2025 Complete ChatGPT Skills & Business Mastery Bundle for $24,2025-11-17T09:00:00Z,Stacksocial.com,https://www.stacksocial.com/sales/the-2025-complete-chatgpt-skills-business-mastery-bundle?utm_source=&amp;utm_content=&amp;utm_campaign=the-2025-complete-chatgpt-skills-business-mastery-bundle&amp;utm_medium=dealfeed,"Expires November 20, 2125 07:59 PST




 Buy now and get 87% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Build Smarter, Grow Faster. Succeed with AI-Powered Entrepreneurship

Master modern entrepreneurship with The 2025 Complet…",,,0,0,False
The 2025 Complete ChatGPT Skills & Business Mastery Bundle for $24,2025-11-17T09:00:00Z,Stacksocial.com,https://www.stacksocial.com/sales/the-2025-complete-chatgpt-skills-business-mastery-bundle?utm_campaign=feed&amp;utm_medium=RSS&amp;utm_source=cultofmac&amp;aid=,"Expires November 20, 2125 07:59 PST




 Buy now and get 87% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Build Smarter, Grow Faster. Succeed with AI-Powered Entrepreneurship

Master modern entrepreneurship with The 2025 Complet…",,,0,0,False
The 2025 Complete ChatGPT Skills & Business Mastery Bundle for $24,2025-11-17T09:00:00Z,Stacksocial.com,https://www.stacksocial.com/sales/the-2025-complete-chatgpt-skills-business-mastery-bundle,"Expires November 20, 2125 07:59 PST




 Buy now and get 87% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Build Smarter, Grow Faster. Succeed with AI-Powered Entrepreneurship

Master modern entrepreneurship with The 2025 Complet…",,,0,0,False
The 2025 Complete ChatGPT Skills & Business Mastery Bundle for $24,2025-11-17T09:00:00Z,Stacksocial.com,https://www.stacksocial.com/sales/the-2025-complete-chatgpt-skills-business-mastery-bundle?utm_medium=RSS&amp;utm_campaign=feed&amp;utm_source=boingboing&amp;aid=,"Expires November 20, 2125 07:59 PST




 Buy now and get 87% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Build Smarter, Grow Faster. Succeed with AI-Powered Entrepreneurship

Master modern entrepreneurship with The 2025 Complet…",,,0,0,False
"Transcript: Sen. Bill Cassidy on ""Face the Nation with Margaret Brennan,"" Nov. 16, 2025",2025-11-16T17:11:07Z,CBS News,https://www.cbsnews.com/news/dan-driscoll-army-secretary-face-the-nation-transcript-11-16-2025/,"The following is the transcript of the interview with Army Secretary Dan Driscoll that aired on ""Face the Nation with Margaret Brennan"" on Nov. 16, 2025.",,,0,0,False
How much of the AI data center boom will be powered by renewable energy? | TechCrunch,2025-11-16T16:50:33Z,TechCrunch,https://techcrunch.com/2025/11/16/how-much-of-the-ai-data-center-boom-will-be-powered-by-renewable-energy/,"According to a new report from the International Energy Agency, the world will spend $580 billion on data centers this year — $40 billion more than will be spent finding new oil supplies.",Environmental Engineering,,1,0,False
MAGNET: Multi-view graph autoencoder with cell-gene attention for cell interaction network reconstruction from spatial transcriptomics,2025-12-15T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013810,"Author summary Intercellular interaction is a fundamental biological process that governs tissue function and is frequently dysregulated in diseases. While spatial transcriptomics technologies provide unprecedented data on cellular organization, accurately in…",,,0,0,False
A multi-image codebook approach for secure text transmission,2025-12-12T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338836,"In modern digital communication, Confidentiality of text transmission is remains a concern in the current online communication as cyber threats and intrusion. To address these challenges, this paper proposes a dual-layered security system that integrates cryp…",,,0,0,False
Adaptations of the axon initial segment in fast-spiking interneurons of the human neocortex support low action potential thresholds,2025-12-10T14:00:00Z,Plos.org,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3003549,"Across species, homologous neurons exhibit a range of distinct properties, while often filling a similar role in circuit dynamics. This cross-species study shows how specialized geometry and potassium channel expression in the axon initial segment can support…",,,0,0,False
Scalable Construction of Spiking Neural Networks using up to thousands of GPUs,2025-12-10T10:27:31Z,Arxiv.org,https://arxiv.org/abs/2512.09502,"Diverse scientific and engineering research areas deal with discrete, time-stamped changes in large systems of interacting delay differential equations. Simulating such complex systems at scale on high-performance computing clusters demands efficient manageme…",Structural,,1,0,False
Discrete element method (DEM) and soil bin evaluation of farmyard manure and tire traffic on the soil compaction,2025-12-06T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-09504-y,Scientific Reports - Discrete element method (DEM) and soil bin evaluation of farmyard manure and tire traffic on the soil compaction,"Transportation, Geotechnical",,2,0,False
"The Q, K, V Matrices",2025-12-04T12:37:00Z,Arpitbhayani.me,https://arpitbhayani.me/blogs/qkv-matrices/,"Arpit Bhayani, 

Dec 04, 2025


 
 
This is a useful reconstruction of the transformer architecture introduced in 2017 describing 'attention' and kicking off what would become the AI revolution stating in 2022. As Arpit Bhayani writes, ""at the core of the at…",,,0,0,False
Ultrafast neural sampling with spiking nanolasers,2025-12-03T00:00:00Z,Nature.com,https://www.nature.com/articles/s41467-025-66818-1,"Optical neuromorphic systems promise significant advantages in terms of bandwidth, power efficiency, and speed. Here, authors demonstrate how networks of spiking photonic crystal nanolasers can be trained to perform Bayesian inference through sampling from mu…",,,0,0,False
The generalized Hierarchical Gaussian Filter,2025-12-02T20:47:51Z,Arxiv.org,https://arxiv.org/abs/2305.10937,"Hierarchical Bayesian models of perception and learning feature prominently in contemporary cognitive neuroscience where, for example, they inform computational concepts of mental disorders. This includes predictive coding and hierarchical Gaussian filtering …",,,0,0,False
"D3Impute: Dropout-aware discrimination, distribution-aware modeling, and density-guide imputation for scRNA-seq data",2025-12-01T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013744,"Author summary Single-cell RNA sequencing (scRNA-seq) reveals cellular heterogeneity but is compromised by technical “dropout"" events—non-biological zeros that obscure true expression patterns. To address this, we developed D3Impute, a computational framework…",,,0,0,False
MAGA Republicans Side With Progressives On Key Issue,2025-11-30T11:00:17Z,HuffPost,https://www.huffpost.com/entry/donald-trump-ai-jobs_n_692617bce4b0774c10d501dd,Populist voices in the Republican Party are growing increasingly concerned about artificial intelligence and its impact on the job market in the coming years.,,Machine Learning,0,1,False
The remote sensing method for large-scale asphalt pavement aging assessment with automated sample generation and deep learning,2025-11-26T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-29966-4,Scientific Reports - The remote sensing method for large-scale asphalt pavement aging assessment with automated sample generation and deep learning,,"Machine Learning, Robotics/Automation",0,2,False
A virtual platform for automated hybrid organic-enzymatic synthesis planning,2025-11-26T00:00:00Z,Nature.com,https://www.nature.com/articles/s41467-025-65898-3,"The integration of organic and enzymatic synthesis enhances molecule construction efficiency. Here, the authors present ChemEnzyRetroPlanner, an AI-driven platform for automated hybrid synthesis planning, improving synthesis route efficiency and sustainabilit…",Structural,Robotics/Automation,1,1,True
TransMarker: Unveiling dynamic network biomarkers in cancer progression through cross-state graph alignment and optimal transport,2025-11-24T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013743,"Author summary Understanding the progression of cancer from one state to another necessiates identifying pivotal genes whose regulatory roles evolve over time. Traditional approaches often concentrate solely on static gene networks, overlooking the dynamic ev…",,,0,0,False
Event-triggered self-regulating integrated PID extreme optimization and fault-tolerant strategy for floating offshore platforms driven by TBG-EDF dual finite-time learning mechanism,2025-11-24T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0337290,Floating offshore platforms (FOPs) face the challenge of anchor chain failures due to their unique operating environments. This directly impacts the platform’s safety and stability. Traditional control methods are often ineffective in addressing anchor chain …,Construction Management,Generative Design,1,1,True
The Droids Taking Over One of England’s Strangest Towns,2025-11-24T10:00:09Z,New York Magazine,http://nymag.com/intelligencer/article/robots-taking-over-milton-keynes-uk.html,"Long known as one of England’s oddest towns, Milton Keynes has a head start on our automated future with more robots per capita than perhaps any place on earth, reports Joanna Kavenna.",,Robotics/Automation,0,1,False
Preconfigured neuronal firing sequences in human brain organoids,2025-11-24T00:00:00Z,Nature.com,https://www.nature.com/articles/s41593-025-02111-0,"Examining human brain organoids and ex vivo neonatal murine cortical slices demonstrates that structured neuronal sequences emerge independently of sensory input, highlighting the potential of brain organoids as a model for neuronal circuit assembly.",,Machine Learning,0,1,False
Interpretable molecular decision-making with DNA-based scalable and memory-efficient tree computation,2025-11-21T00:00:00Z,Nature.com,https://www.nature.com/articles/s41467-025-66610-1,"DNA computing has emerged as a transformative approach for molecular decision-making but is limited in interpretability and scalability. Here, the authors develop a DNA-based decision tree computing system for interpretable, scalable, and memory-efficient dec…",,,0,0,False
How one innovator is using AI to help researchers navigate Europe’s funding maze,2025-11-20T04:35:00Z,The Irish Times,https://www.irishtimes.com/business/innovation/2025/11/20/how-one-innovator-is-using-ai-to-help-researchers-navigate-europes-funding-maze/,"Nicole Bonamici, cofounder of Timbi, wants to make EU grant access faster, fairer and smarter",,,0,0,False
Demand forecasting and inventory optimization of distribution equipment: A fusion model based on genetic algorithm and machine learning,2025-11-18T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336026,"To improve the intelligent and refined management level of power distribution systems in equipment operation and maintenance as well as emergency support, this work proposes an integrated “prediction-optimization” model that combines genetic algorithm (GA) wi…",,"Generative Design, Predictive Analytics, Machine Learning",0,3,False
Prediction of disability levels and research on nursing economic costs for elderly people in China,2025-11-17T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336605,"This study aims to solve the problem of the shortage of professional nursing staff and the inability of the quality of nursing services to meet the needs of the elderly. Therefore, a longitudinal research type was adopted for long-term tracking and observatio…",,Predictive Analytics,0,1,False
A lightweight model and corn leaf disease recognition,2025-11-17T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336945,"Corn is a critical food crop globally, widely cultivated due to its strong adaptability. However, it is susceptible to various diseases, necessitating advanced intelligent detection methods to enhance disease prevention, control efficacy, and production effic…",,Machine Learning,0,1,False
iRobot's bankruptcy could change your Roomba forever - here's how and why,2025-12-15T15:44:00Z,ZDNet,https://www.zdnet.com/home-and-office/kitchen-household/irobot-files-bankruptcy/,The company that pioneered the US robot vacuum market is no longer setting the pace in it. Here's what's to come.,,Robotics/Automation,0,1,False
"Foxconn May be Building a New $174m Plant in Kentucky, But It’s Probably Not for Apple",2025-12-15T13:33:56Z,Mactrast.com,https://www.mactrast.com/2025/12/foxconn-may-be-building-a-new-174m-plant-in-kentucky-but-its-probably-not-for-apple/,"While Foxconn may be building a new $174 million facility in Louisville, Kentucky, the new facility is likely not destined to join Apple's supply chain.Read More...",Structural,,1,0,False
"Jeffs’ Brands: KeepZone AI Signs Exclusive Distribution Agreement, Expanding Homeland Security Portfolio",2025-12-15T13:18:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/15/3205410/0/en/Jeffs-Brands-KeepZone-AI-Signs-Exclusive-Distribution-Agreement-Expanding-Homeland-Security-Portfolio.html,"Tel Aviv, Israel, Dec. 15, 2025 (GLOBE NEWSWIRE) -- Jeffs' Brands Ltd (“Jeffs’ Brands” or the “Company”) (Nasdaq: JFBR, JFBRW), a data-driven e-commerce company operating on the Amazon Marketplace, which recently began expanding into the global homeland secur…",,,0,0,False
Ukraine to produce combat drones in Germany in industrial quantities,2025-12-15T11:25:31Z,Dpa-international.com,https://dpa-international.com/politics/urn:newsml:dpa.com:20090101:251215-99-930712/,"Ukraine is having domestically developed combat drones manufactured in industrial quantities in Germany, Ukrainian drone maker Frontline Robotics and German ...",,Robotics/Automation,0,1,False
49 Belton ISD teachers celebrate incredible grants,2025-12-14T23:23:17Z,Rolling Out,https://rollingout.com/2025/12/14/49-belton-isd-teachers-incredible-grants/,"Teachers across Belton ISD experienced an unforgettable moment this week when the Belton Education Foundation rolled up to their campuses with life-changing news. The organization’s annual Grant Patrol event brought smiles, tears and cheers to educators who l…","Structural, Geotechnical",,2,0,False
30 People Debunk Common Misconceptions About Their Jobs,2025-12-13T15:17:38Z,Pleated-jeans.com,https://pleated-jeans.com/2025/12/13/common-job-misconceptions-quora/,"Sometimes, it feels like every job comes with a set of clichés that people just assume are true. But how much do we really understand about professions that aren’t our own? On Quora, workers from a variety of fields shared the biggest misconceptions about the…",,,0,0,False
Trends in Tinplate Packaging Market 2025-2035,2025-12-12T16:16:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/12/3204788/0/en/Trends-in-Tinplate-Packaging-Market-2025-2035.html,The global tinplate packaging market is projected to expand from USD 2.07 billion in 2026 to USD 3.11 billion by 2034....,,,0,0,False
3D Concrete Printing Market Size to Reach USD 16.64 Billion by 2033 Caused by the Rising Demand for Sustainable and Rapid Construction Solutions Globally | SNS Insider,2025-12-12T12:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/12/3204587/0/en/3D-Concrete-Printing-Market-Size-to-Reach-USD-16-64-Billion-by-2033-Caused-by-the-Rising-Demand-for-Sustainable-and-Rapid-Construction-Solutions-Globally-SNS-Insider.html,"The 3D Concrete Printing Market will reach USD 16.64 Billion by 2033, propelled by fast, sustainable construction needs and rising smart city adoption....","Transportation, Structural",,2,0,False
UK to Spend Nearly $8 Billion on Construction of Submarines for AUKUS,2025-12-12T10:13:31Z,Globalsecurity.org,https://www.globalsecurity.org/wmd/library/news/uk/2025/uk-251211-sputnik01.htm,"The UK will spend 6 billion pounds (almost $8 billion) on the submarine construction program for AUKUS (the trilateral defense partnership between Australia, the UK and the US), the UK Ministry of Defense said in a statement.",Structural,,1,0,False
The Gulf of America Is Back,2025-12-12T06:00:00Z,Wattsupwiththat.com,https://wattsupwiththat.com/2025/12/11/the-gulf-of-america-is-back/,"With the December 10th lease sale, and the 29 that follow, the Gulf of America is once again positioned to anchor America’s energy future, and our workforce has a reason to look forward with confidence.",,,0,0,False
Save up to 30% on ELEGOO’s robot STEM kits to gift fun and invaluable skills for ages 6+ – all starting from $56,2025-12-11T18:04:33Z,9to5Toys,http://9to5toys.com/2025/12/11/elegoo-robot-stem-kits-starting-from-56/,"Through its official Amazon storefront, ELEGOO is offering up to 30% savings across its various STEM kits for kids and teens that would make excellent gifts this Christmas. Among them, you can find ELEGOO’s more advanced Conqueror Robot Tank Kit at $90.99 shi…",,Robotics/Automation,0,1,False
"Mitsubishi HC Capital Canada Outlines Industrial Outlook for 2026: Stability, Strategy, and Smart Investment",2025-12-11T17:34:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/11/3204201/0/en/Mitsubishi-HC-Capital-Canada-Outlines-Industrial-Outlook-for-2026-Stability-Strategy-and-Smart-Investment.html,"From automation and labor shortages to tariff uncertainty and economic caution, Mitsubishi HC Capital Canada forecasts the evolving factors influencing business growth From automation and labor shortages to tariff uncertainty and economic caution, Mitsubishi …",,Robotics/Automation,0,1,False
Trends in Heavy Duty Corrugated Packaging Market 2025-2035,2025-12-11T15:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/11/3204049/0/en/Trends-in-Heavy-Duty-Corrugated-Packaging-Market-2025-2035.html,The heavy duty corrugated packaging market report quantifies growth from USD 25.79 billion (2025) to USD 44.5 billion (2034) with a 5.57% CAGR....,,,0,0,False
UK to Spend Nearly $8 Billion on Construction of Submarines for AUKUS,2025-12-11T09:29:54Z,Sputnikglobe.com,https://sputnikglobe.com/20251211/uk-to-spend-nearly-8-billion-on-construction-of-submarines-for-aukus-1123274897.html,"MOSCOW (Sputnik) - The UK will spend 6 billion pounds (almost $8 billion) on the submarine construction program for AUKUS (the trilateral defense partnership between Australia, the UK and the US), the UK Ministry of Defense said in a statement.",Structural,,1,0,False
The race to mine the Moon is on – and it urgently needs some clear international rules,2025-12-10T17:00:53Z,The Conversation Africa,https://theconversation.com/the-race-to-mine-the-moon-is-on-and-it-urgently-needs-some-clear-international-rules-270943,A number of companies are working on plans to extract precious resources from the Moon.,,,0,0,False
Kraken Robotics and TKMS ATLAS UK Demonstrate KATFISH USV Launch and Recovery System on an In-Service UK Royal Navy ARCIMS USV,2025-12-10T13:11:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/10/3203133/0/en/Kraken-Robotics-and-TKMS-ATLAS-UK-Demonstrate-KATFISH-USV-Launch-and-Recovery-System-on-an-In-Service-UK-Royal-Navy-ARCIMS-USV.html,"ST. JOHN'S, Newfoundland and Labrador, Dec. 10, 2025 (GLOBE NEWSWIRE) -- Kraken Robotics Inc. (“Kraken” or the “Company”) (TSX-V: PNG, OTCQB: KRKNF) announces the successful demonstration of its KATFISH Unmanned Surface Vessel Launch and Recovery System (USV-…",,Robotics/Automation,0,1,False
"Walmart and Alquist strike landmark deal, jump-starting 3D-printed commercial real estate",2025-12-10T13:00:01Z,CNBC,https://www.cnbc.com/2025/12/10/walmart-sika-3d-printed-real-estate.html,"The new technology has started to grow in the homebuilding market, but has been far slower in commercial construction.",Structural,,1,0,False
"Inside 2025’s Most Interesting Humanoid Robots, Built for Work, Home & City Life",2025-12-10T12:43:27Z,Geeky Gadgets,https://www.geeky-gadgets.com/humanlike-robotics-trends/,"Imagine a world where your morning coffee is brewed by a robot that remembers your exact preferences, your home is cleaned by a machine with human-like dexterity, and factories are staffed by tireless humanoids capable of performing intricate tasks with preci…",,Robotics/Automation,0,1,False
Robotic welding project to prepare UK for in orbit repairs,2025-12-10T09:52:38Z,Space Daily,https://www.spacedaily.com/reports/Robotic_welding_project_to_prepare_UK_for_in_orbit_repairs_999.html,"London, UK (SPX) Dec 05, 2025


Researchers at the University of Leicester are leading work to develop what they describe as the UKs first in space robotic welding capability, supported by new funding from the UK Space Agencys National Space Innovation Progra…",,Robotics/Automation,0,1,False
"Diesel reverses course, falls 20 cents over 3 weeks",2025-12-10T09:01:26Z,Overdriveonline.com,https://www.overdriveonline.com/business/article/15773874/diesel-prices-down-20-cents-in-last-3-weeks,"After hitting a 2025 high point in mid-November, diesel prices have fallen rapidly. Plus, Texas oilfield fleet to deploy 30 Aurora autonomous trucks in 2026; storm-relief fleet's HOS waiver request denied.",,,0,0,False
Silver's record break above $60 shows how central the metal has become to the AI build-out,2025-12-10T05:11:56Z,Business Insider,https://www.businessinsider.com/silver-price-today-ai-demand-datacenters-infrastructure-short-squeeze-gold-2025-12,AI's rapid growth is driving demand for computing power and silver-rich chips like GPUs and TPUs that rely on high-performance semiconductors.,,,0,0,False
Navy invests $448 million in Palantir tech to speed up shipbuilding with AI,2025-12-10T01:24:35Z,New York Post,https://nypost.com/2025/12/09/us-news/new-navy-initiative-leverages-palantir-ai-software-to-streamline-shipbuilding/,"The Navy is making a massive bet on cutting-edge technology to modernize its fleet, pumping $448 million into AI and autonomous systems to supercharge shipbuilding efforts.",,,0,0,False
Four young universities share their strategies for success,2025-12-10T00:00:00Z,Nature.com,https://www.nature.com/articles/d41586-025-03951-3,"Nimble, responsive and collaborative, these institutions stand out in the Nature Index.",,,0,0,False
"Human Missions to Mars Must Search for Alien Life, New Report Finds",2025-12-09T20:00:00Z,Scientific American,https://www.scientificamerican.com/article/human-missions-to-mars-must-search-for-alien-life-new-report-finds/,"A major new study lays out plans for crewed missions to Mars, with the search for extraterrestrial life being a top priority",,,0,0,False
Lexar Unveils Industry's First AI Storage Core for Next‑Generation Edge AI Devices,2025-12-09T08:40:37Z,Antaranews.com,https://en.antaranews.com/news/395728/lexar-unveils-industrys-first-ai-storage-core-for-nextgeneration-edge-ai-devices,"As AI computing moves rapidly from the cloud to the edge, devices such as AI PCs, intelligent vehicles, and robotics face mounting storage challenges: ...",,Robotics/Automation,0,1,False
